rxcui,drug_name,eii_score,eii_rank,eii_percentile,eii_tier,ehi_v6_score,ai_readiness_score,claims_readiness_score,clinical_semantics_score,knowledge_graph_score,explainability_score,eii_framework_version,eii_weighting_method
866,antazoline phosphate,28.0623,14650,51.370636,Foundational,54.5277,10.5,44.0,0.0,13.04,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
873,anthralin,35.4843,12688,57.890283,Foundational,58.6977,15.0,50.0,0.0,53.75,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
973,antilymphocyte immunoglobulin,24.0207,15656,47.577326,Foundational,49.499,6.0,38.0,0.0,8.71,14.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
981,antimony potassium tartrate,30.9581,13577,54.938272,Foundational,57.1804,15.0,50.0,0.0,13.04,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1001,antipyrine,36.4787,12456,58.661888,Foundational,59.0958,15.0,50.0,0.0,62.5,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1009,antithrombin III,34.0031,12991,56.888026,Foundational,55.5102,12.0,46.0,0.0,62.5,18.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1011,"lymphocyte immune globulin, anti-thymocyte globulin",31.7709,13406,55.509093,Foundational,52.7364,9.0,42.0,0.0,62.5,16.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1029,apazone,35.7939,12623,58.109319,Foundational,58.3698,15.0,50.0,0.0,57.83,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1043,apomorphine,35.0473,12821,57.45221,Foundational,58.6977,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1054,aprindine,21.5874,16582,44.887495,Foundational,44.6113,3.0,34.0,0.0,13.04,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1056,aprotinin,34.6117,12864,57.311164,Foundational,59.0958,15.0,50.0,0.0,43.83,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1091,arginine,35.213,12735,57.734302,Foundational,59.2501,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1098,argipressin,27.6293,15090,49.812492,Foundational,54.5277,10.5,44.0,0.0,8.71,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1111,arsenic,28.6241,14343,52.309837,Foundational,55.5102,12.0,46.0,0.0,8.71,18.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1115,trihexyphenidyl hydrochloride,34.9233,12834,57.410726,Foundational,56.2443,13.5,48.0,0.0,62.5,19.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1151,ascorbic acid,35.2542,12718,57.795699,Foundational,59.3874,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1156,asparaginase,36.3593,12480,58.580579,Foundational,58.6977,15.0,50.0,0.0,62.5,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1157,asparagine,32.4145,13278,55.93721,Foundational,59.145,15.0,50.0,0.0,21.71,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1167,aspartate magnesium hydrochloride,23.1207,15968,46.948427,Foundational,47.3891,4.5,36.0,0.0,13.04,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1169,aspartic acid,32.8367,13194,56.215983,Foundational,59.0958,15.0,50.0,0.0,26.08,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1182,Aspergillus fumigatus,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1191,aspirin,38.6544,12217,59.458383,Foundational,70.7212,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1202,atenolol,35.0766,12774,57.599894,Foundational,58.7955,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1204,ATGAM,26.9714,15174,49.643236,Foundational,44.6113,3.0,34.0,0.0,66.88,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1218,atracurium,35.7718,12625,58.102682,Foundational,57.5161,15.0,50.0,0.0,60.17,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1219,atracurium besylate,36.0067,12582,58.245387,Foundational,58.299,15.0,50.0,0.0,60.17,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1223,atropine,35.1667,12752,57.672906,Foundational,59.0958,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1225,hyoscyamine sulfate,34.7322,12850,57.350989,Foundational,57.6472,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1227,auranofin,36.865,12409,58.817868,Foundational,58.9233,15.0,50.0,0.0,66.88,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1251,azacitidine,36.5046,12448,58.686778,Foundational,59.182,15.0,50.0,0.0,62.5,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1256,azathioprine,35.552,12662,57.97491,Foundational,58.9233,15.0,50.0,0.0,53.75,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1266,azlocillin,31.0588,13535,55.07434,Foundational,57.5161,15.0,50.0,0.0,13.04,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1272,aztreonam,35.9506,12597,58.197265,Foundational,58.7955,15.0,50.0,0.0,58.12,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1291,bacitracin,35.0766,12774,57.599894,Foundational,58.7955,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1292,baclofen,35.1815,12746,57.696137,Foundational,59.145,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1321,bamethan,28.3589,14403,52.203637,Foundational,52.7364,9.0,42.0,0.0,28.38,16.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1325,barbital,28.4963,14402,52.206956,Foundational,54.5277,10.5,44.0,0.0,17.38,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1331,barium sulfate,30.8819,13725,54.44544,Foundational,58.3698,15.0,50.0,0.0,8.71,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1347,beclomethasone,34.8289,12843,57.377539,Foundational,57.9696,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1348,beclomethasone dipropionate,35.3859,12696,57.865392,Foundational,58.3698,15.0,50.0,0.0,53.75,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1356,beeswax,31.1821,13507,55.17722,Foundational,59.3702,15.0,50.0,0.0,8.71,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1359,belladonna alkaloids,32.1333,13288,55.904022,Foundational,54.5277,10.5,44.0,0.0,53.75,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1361,benactyzine,26.4277,15219,49.495553,Foundational,50.8556,7.5,40.0,0.0,21.71,15.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1362,diphenhydramine hydrochloride,34.7881,12847,57.365923,Foundational,57.8336,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1367,bencyclane,21.5874,16582,44.887495,Foundational,44.6113,3.0,34.0,0.0,13.04,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1369,bendroflumethiazide,35.6037,12651,58.016395,Foundational,59.0958,15.0,50.0,0.0,53.75,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1372,benorilate,36.0048,12584,58.233771,Foundational,57.5161,15.0,50.0,0.0,62.5,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1373,benperidol,32.6031,13211,56.159565,Foundational,55.5102,12.0,46.0,0.0,48.5,18.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1374,benserazide,34.0031,12991,56.888026,Foundational,55.5102,12.0,46.0,0.0,62.5,18.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1375,bentonite,31.4928,13431,55.429444,Foundational,57.5161,15.0,50.0,0.0,17.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1378,benzalkonium,34.7322,12850,57.350989,Foundational,57.6472,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1379,benzalkonium chloride,34.8289,12843,57.377539,Foundational,57.9696,15.0,50.0,0.0,49.38,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1385,benzbromarone,30.9581,13577,54.938272,Foundational,57.1804,15.0,50.0,0.0,13.04,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
